id,name,card_type,pokemon_type,hp,ex,stage,rarity,set,subset,ability_name,move1_name,move1_cost,move1_damage,move1_description,move2_name,move2_cost,move2_damage,move2_description,image,page
A1 091,Bruxish,Pokemon,Water,90,1,Basic,◇◇,Genetic Apex (A1),Any,,Second Strike,🔵🔘,10+,"If your opponent's Active Pokemon has damage on it, this attack does 60 more damage",,,,,https://img.game8.co/4003410/0a8ddfe9ea24fe467034d436821424b4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476092
A1 092,Snom,Pokemon,Water,50,1,Basic,◇,Genetic Apex (A1),Any,,Ram,🔘,10,,,,,,https://img.game8.co/4173598/4420d8c2264e5462f97e0eaa0d47f1bc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476093
A1 093,Frosmoth,Pokemon,Water,90,1,Stage 1,◇◇,Genetic Apex (A1),Any,,Powder Snow,🔵🔘,40,Your opponent's Active Pokemon is now Asleep.,,,,,https://img.game8.co/4173663/e8caa2aa09dbb806a9f04d4fe64cdc69.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476094
A1 094,Pikachu,Pokemon,Lightning,60,1,Basic,◇,Genetic Apex (A1),Pikachu,,Gnaw,🟡,20,,,,,,https://img.game8.co/3995562/df4942ff2ae721eeebcd9a18aed6086d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476095
A1 095,Raichu,Pokemon,Lightning,100,1,Stage 1,◇◇◇,Genetic Apex (A1),Pikachu,,Thunderbolt,🟡🟡🟡,140,Discard all Energy from this Pokemon.,,,,,https://img.game8.co/4004063/afcbe335840deda435dba5d2ab2c8428.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476096
A1 096,Pikachu ex,Pokemon,Lightning,120,2,Basic,◇◇◇◇,Genetic Apex (A1),Pikachu,,Circle Circuit,🟡🟡,30x,This attack does 30 damage for each of your Benched Lightning Pokemon.,,,,,https://img.game8.co/3995561/9ab8b09b4013f8a5eafb5cd08f8faf11.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476097
A1 097,Magnemite,Pokemon,Lightning,60,1,Basic,◇,Genetic Apex (A1),Pikachu,,Lightning Ball,🟡,20,,,,,,https://img.game8.co/4173793/c6026a1fffaff85947a2ce8c61aaa879.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476098
A1 098,Magneton,Pokemon,Lightning,80,1,Stage 1,◇◇◇,Genetic Apex (A1),Pikachu,Volt Charge,Spinning Attack,🟡🔘🔘🔘,60,,,,,,https://img.game8.co/4006934/965f0329be2eab24d7476c9f91ddde38.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476099
A1 099,Voltorb,Pokemon,Lightning,60,1,Basic,◇,Genetic Apex (A1),Pikachu,,Tackle,🟡,20,,,,,,https://img.game8.co/4004039/f9929457cd2eba7f509a4098421bd577.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476100
A1 100,Electrode,Pokemon,Lightning,80,1,Stage 1,◇◇,Genetic Apex (A1),Pikachu,,Electro Ball,🟡🟡,70,,,,,,https://img.game8.co/4004040/bf02e265efb4d9af8a1ed87d316d03d6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476101
A1 101,Electabuzz,Pokemon,Lightning,70,1,Basic,◇,Genetic Apex (A1),Pikachu,,Thunder Punch,🟡🟡,40+,"Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokemon also does 20 damage to itself.",,,,,https://img.game8.co/3995534/2a00fe7be840d52441121ae1072a30e4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476102
A1 102,Jolteon,Pokemon,Lightning,90,1,Stage 1,◇◇◇,Genetic Apex (A1),Pikachu,,Pin Missile,🟡🔘,40x,Flip 4 coins. This attack does 40 damage for each heads.,,,,,https://img.game8.co/4006822/ed62f5a9def93af10a971be762d7c72f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476103
A1 103,Zapdos,Pokemon,Lightning,100,1,Basic,◇◇◇,Genetic Apex (A1),Pikachu,,Raging Thgunder,🟡🟡🔘,100,This attack also does 30 damage to 1 of your Benched Pokemon.,,,,,https://img.game8.co/4006832/42cbfcf6fa53511aa6383c0743577107.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476104
A1 104,Zapdos ex,Pokemon,Lightning,130,2,Basic,◇◇◇◇,Genetic Apex (A1),Pikachu,,Peck,🟡,20,,Thundering Hurricane,🟡🟡🟡,50x,Flip 4 coins. This attack does 50 damage for each heads.,https://img.game8.co/4003554/f068b46b953ea963da1c8139cfb2c13f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476105
A1 105,Blitzle,Pokemon,Lightning,60,1,Basic,◇,Genetic Apex (A1),Any,,Zap Kick,🟡,20,,,,,,https://img.game8.co/4173791/8b1a4daf591b1e4de80a3055459cb06a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476106
A1 106,Zebstrika,Pokemon,Lightning,90,1,Stage 1,◇◇,Genetic Apex (A1),Any,,Thunder Spear,🟡,,This attack does 30 damage to 1 of your opponent's Pokemon.,,,,,https://img.game8.co/3998338/51a7c6f568cf9f76dd82b06bbdb0f225.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476107
A1 107,Tynamo,Pokemon,Lightning,30,1,Basic,◇,Genetic Apex (A1),Mewtwo,,Tiny Charge,🟡,30,,,,,,https://img.game8.co/4003545/1d1ce66d61a50dc2030e96dd152d1f14.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476108
A1 108,Eelektrik,Pokemon,Lightning,80,1,Stage 1,◇◇,Genetic Apex (A1),Mewtwo,,Head Bolt,🟡,40,,,,,,https://img.game8.co/4004061/5f845c24c20efc13a0074e5e71958472.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476109
A1 109,Eelektross,Pokemon,Lightning,140,1,Stage 2,◇◇◇,Genetic Apex (A1),Mewtwo,,Thunder Fang,🟡🟡🔘,80,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4003422/efc24d07c4a4cd932ae71bfd6845877f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476110
A1 110,Helioptile,Pokemon,Lightning,60,1,Basic,◇,Genetic Apex (A1),Any,,Tail Whap,🟡,20,,,,,,https://img.game8.co/4173794/91f6167835651c6f4a15596aa03d8f91.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476111
A1 111,Heliolisk,Pokemon,Lightning,90,1,Stage 1,◇,Genetic Apex (A1),Any,,Quick Attack,🔘🔘,40+,"Flip a coin. If heads, this attack does 40 more damage.",,,,,https://img.game8.co/4173792/a8a660dfb40ffd85ad13affc8295d7f6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476112
A1 112,Pincurchin,Pokemon,Lightning,70,1,Basic,◇◇,Genetic Apex (A1),Any,,Thunder Shock,🟡🟡,30,"Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4009612/66b07b414ccc648238bc60ac3d579c6f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476113
A1 113,Clefairy,Pokemon,Psychic,60,1,Basic,◇,Genetic Apex (A1),Pikachu,,Slap,🟣,20,,,,,,https://img.game8.co/4003414/9dcb35d7fa5082b0b031341014d8d187.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476114
A1 114,Clefable,Pokemon,Psychic,100,1,Stage 1,◇◇,Genetic Apex (A1),Pikachu,,Magical Shot,🟣,40,,,,,,https://img.game8.co/4175698/2a96126d30fe2a9f853e182be5758c17.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476115
A1 115,Abra,Pokemon,Psychic,60,1,Basic,◇,Genetic Apex (A1),Charizard,,Teleport,🔘,,Switch this Pokemon with 1 of your Benched Pokemon.,,,,,https://img.game8.co/4003397/cb58f454e33712f7b5c7e38e14abee70.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476116
A1 116,Kadabra,Pokemon,Psychic,80,1,Stage 1,◇◇,Genetic Apex (A1),Charizard,,Super Psy Bolt,🟣🔘🔘,60,,,,,,https://img.game8.co/4175697/f476e009e6ee9a9f928e4ee11c89ffce.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476117
A1 117,Alakazam,Pokemon,Psychic,130,1,Stage 2,◇◇◇,Genetic Apex (A1),Charizard,,Psychic,🟣🔘🔘,60+,This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.,,,,,https://img.game8.co/4006606/523ab122017000268224172795f85180.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476118
A1 118,Slowpoke,Pokemon,Psychic,70,1,Basic,◇,Genetic Apex (A1),Any,,Tail Whap,🟣🔘,30,,,,,,https://img.game8.co/4009610/201934d9cc6bba93f69c6107bf319376.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476119
A1 119,Slowbro,Pokemon,Psychic,130,1,Stage 1,◇◇,Genetic Apex (A1),Any,,Super Psy Bolt,🟣🟣🔘,80,,,,,,https://img.game8.co/4175700/44a224c4ecc3f31f700b407bc4f639d8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476120
A1 120,Gastly,Pokemon,Psychic,60,1,Basic,◇,Genetic Apex (A1),Mewtwo,,Suffocating Gas,🟣,20,,,,,,https://img.game8.co/4175699/0abab01ac5ac8c493eb1f7f71f18dfd0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476121
A1 121,Haunter,Pokemon,Psychic,80,1,Stage 1,◇◇,Genetic Apex (A1),Mewtwo,,Will-O-Wisp,🟣,30,,,,,,https://img.game8.co/3995541/262629502a9a145e53d062c261bdabad.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476122
A1 122,Gengar,Pokemon,Psychic,130,1,Stage 2,◇◇◇,Genetic Apex (A1),Mewtwo,,Bother,🟣,50,Your opponent can't use any Supporter cards from their hand during their next turn.,,,,,https://img.game8.co/4003429/f120acaa874e2fc0d8a4826d031783db.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476123
A1 123,Gengar ex,Pokemon,Psychic,170,2,Stage 2,◇◇◇◇,Genetic Apex (A1),Mewtwo,Shadowy Spellbind,Spooky Shot,🟣🟣🟣,100,,,,,,https://img.game8.co/4003428/35f468fe22fdb7583f1fedd87cfba82c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476124
A1 124,Drowzee,Pokemon,Psychic,70,1,Basic,◇,Genetic Apex (A1),Pikachu,,Mumble,🟣🔘,30,,,,,,https://img.game8.co/4004043/d7ed9c055fa250174c8a9a2d53f146e6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476125
A1 125,Hypno,Pokemon,Psychic,100,1,Stage 1,◇◇◇,Genetic Apex (A1),Pikachu,Sleep Pendulum,Psypunch,🟣🟣🔘,50,,,,,,https://img.game8.co/4003512/f6adfd638f3b3ed7f2543cdc3f0cd64f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476126
A1 126,Mr. Mime,Pokemon,Psychic,80,1,Basic,◇◇,Genetic Apex (A1),Mewtwo,,Barrier Attack,🟣🔘,30,"During your opponent's next turn, this Pokemon takes -20 damage from attacks.",,,,,https://img.game8.co/4175419/8e1b8b561d066739f8eef1f4813318c2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476127
A1 127,Jynx,Pokemon,Psychic,80,1,Basic,◇,Genetic Apex (A1),Mewtwo,,Psychic,🟣🔘,30+,This attack does 20 more damage for each Energy attached to your opponent's Active Pokemon.,,,,,https://img.game8.co/4003514/51ed2e876172360fe15e001de05154d5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476128
A1 128,Mewtwo,Pokemon,Psychic,120,1,Basic,◇◇◇,Genetic Apex (A1),Mewtwo,,Power Blast,🟣🟣🔘🔘,120,Discard 2 Psychic Energy from this Pokemon.,,,,,https://img.game8.co/4006312/a888b167bfb0b129f0c62577d74f3830.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476129
A1 129,Mewtwo ex,Pokemon,Psychic,150,2,Basic,◇◇◇◇,Genetic Apex (A1),Mewtwo,,Psychic Sphere,🟣🔘,50,,Psydrive,🟣🟣🔘🔘,150,Discard 2 Psychic Energy from this Pokemon.,https://img.game8.co/3998355/f14c91467792bea73eb38ea1b73c394d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476130
A1 130,Ralts,Pokemon,Psychic,60,1,Basic,◇,Genetic Apex (A1),Mewtwo,,Ram,🔘,10,,,,,,https://img.game8.co/4004059/9cf2938800ac5ed17bb4dbefb365461b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476131
A1 131,Kirlia,Pokemon,Psychic,80,1,Stage 1,◇◇,Genetic Apex (A1),Mewtwo,,Smack,🟣🔘,30,,,,,,https://img.game8.co/4006688/ca66f4d7724ac72cf3fd5b22114403c4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476132
A1 132,Gardevoir,Pokemon,Psychic,110,1,Stage 2,◇◇◇,Genetic Apex (A1),Mewtwo,Psy Shadow,Psyshot,🟣🟣🔘,60,,,,,,https://img.game8.co/3995538/8f0a707732a41daba04a4b1ffd8d9924.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476133
A1 133,Woobat,Pokemon,Psychic,60,1,Basic,◇,Genetic Apex (A1),Any,,Gnaw,🔘,10,,,,,,https://img.game8.co/4175421/bdf9d4f5382f2752757eb02861a1124a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476134
A1 134,Swoobat,Pokemon,Psychic,60,1,Stage 1,◇,Genetic Apex (A1),Any,,Heart Stamp,🟣🔘,60,,,,,,https://img.game8.co/4175418/14e1747381b7faff4cc8c8a28e849369.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476135
A1 135,Golett,Pokemon,Psychic,90,1,Basic,◇,Genetic Apex (A1),Any,,Mega Punch,🟣🔘🔘,50,,,,,,https://img.game8.co/4004045/2fd8372c6aaa6014a931e7d369a00a71.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476136
A1 136,Golurk,Pokemon,Psychic,140,1,Stage 1,◇◇,Genetic Apex (A1),Any,,Double Lariat,🟣🟣🔘🔘,100x,Flip 2 coins. This attack does 100 damage for each heads.,,,,,https://img.game8.co/4175420/c7a04bb67c7f9077fe83c00e4b2728cb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476137
A1 137,Sandshrew,Pokemon,Fighting,70,1,Basic,◇,Genetic Apex (A1),Any,,Scratch,🟤,10,,,,,,https://img.game8.co/4175417/d6ce207debbb9f4444b055678ba4394b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476138
A1 138,Sandslash,Pokemon,Fighting,100,1,Stage 1,◇◇,Genetic Apex (A1),Any,,Slash,🟤🟤,70,,,,,,https://img.game8.co/3998337/3c00a7468c8a83dbb62d061bc3837e76.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476139
A1 139,Diglett,Pokemon,Fighting,50,1,Basic,◇,Genetic Apex (A1),Pikachu,,Mud-Slap,🟤,20,,,,,,https://img.game8.co/4003416/cc387415208485e1cdbfc5f2229ad195.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476140
A1 140,Dugtrio,Pokemon,Fighting,70,1,Stage 1,◇◇,Genetic Apex (A1),Pikachu,,Dig,🟤,40,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokemon.",,,,,https://img.game8.co/4006602/20668efc84e28401fe0525ee3938be74.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476141
A1 141,Mankey,Pokemon,Fighting,60,1,Basic,◇,Genetic Apex (A1),Charizard,,Low Kick,🟤,20,,,,,,https://img.game8.co/4003518/3d568ebec7d930e269a876b272a89c3d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476142
A1 142,Primeape,Pokemon,Fighting,90,1,Stage 1,◇◇,Genetic Apex (A1),Charizard,,Fight Back,🟤🟤,40+,"If this Pokemon has damage on it, this attack does 60 more damage.",,,,,https://img.game8.co/4003539/652b8c2e0e991bf7686eb8d33e8abfdf.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476143
A1 143,Machop,Pokemon,Fighting,70,1,Basic,◇,Genetic Apex (A1),Charizard,,Knuckle Punch,🟤,20,,,,,,https://img.game8.co/4006823/a5258bec9738adf95e20c5f2004f3295.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476144
A1 144,Machoke,Pokemon,Fighting,100,1,Stage 1,◇◇,Genetic Apex (A1),Charizard,,Strength,🟤🟤,50,,,,,,https://img.game8.co/3998367/91aa9c0103b3c854a5889540016b06b4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476145
A1 145,Machamp,Pokemon,Fighting,150,1,Stage 2,◇◇◇,Genetic Apex (A1),Charizard,,Seismic Toss,🟤🟤🟤,100,,,,,,https://img.game8.co/4006935/6891fd5c942d46afed777d8dfbc27532.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476146
A1 146,Machamp ex,Pokemon,Fighting,180,2,Stage 2,◇◇◇◇,Genetic Apex (A1),Charizard,,Mega Punch,🟤🟤🟤,120,,,,,,https://img.game8.co/4003517/742fb22918369ddb455472957cdf3462.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476147
A1 147,Geodude,Pokemon,Fighting,70,1,Basic,◇,Genetic Apex (A1),Pikachu,,Tackle,🟤,20,,,,,,https://img.game8.co/3998371/392f079998fdfa85aa1d8aa6993dc77b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476148
A1 148,Graveler,Pokemon,Fighting,100,1,Stage 1,◇◇,Genetic Apex (A1),Pikachu,,Rollout,🟤🔘🔘,70,,,,,,https://img.game8.co/4004064/b7fe0f284816cd08978b1d02e65762e5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476149
A1 149,Golem,Pokemon,Fighting,160,1,Stage 2,◇◇◇,Genetic Apex (A1),Pikachu,,Double-Edge,🟤🔘🔘🔘,150,This Pokemon also does 50 damage to itself.,,,,,https://img.game8.co/4006818/129f5a8b18e4c38b62469ed4961570bb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476150
A1 150,Onix,Pokemon,Fighting,110,1,Basic,◇◇,Genetic Apex (A1),Pikachu,,Land Crush,🟤🟤🟤,70,,,,,,https://img.game8.co/4175305/0bfe13abd315f741bee583b6534c6631.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476151
A1 151,Cubone,Pokemon,Fighting,60,1,Basic,◇,Genetic Apex (A1),Mewtwo,,Growl,🔘,,"During your opponent’s next turn, attacks used by the Defending Pokemon do 20 less damage (before applying Weakness).",,,,,https://img.game8.co/3995528/14c693825b41c11e9a375b8aeae8a3fc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476152
A1 152,Marowak,Pokemon,Fighting,100,1,Stage 1,◇◇,Genetic Apex (A1),Mewtwo,,Bone Beatdown,🟤,40,,,,,,https://img.game8.co/4006936/78aa9b9f6c3afbfc7f3a364c68ed425f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476153
A1 153,Marowak ex,Pokemon,Fighting,140,2,Stage 1,◇◇◇◇,Genetic Apex (A1),Mewtwo,,Bonemerang,🟤🟤,80x,Flip 2 coins. This attack does 80 damage for each heads.,,,,,https://img.game8.co/3998336/89619844d0b1b7c0c61573adf4fb56c0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476154
A1 154,Hitmonlee,Pokemon,Fighting,80,1,Basic,◇,Genetic Apex (A1),Mewtwo,,Stretch Kick,🟤,80,This attack does 30 damage to 1 of your opponent’s Benched Pokemon.,,,,,https://img.game8.co/4009611/c81a5efaba0ec70d68defa66c676b144.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476155
A1 155,Hitmonchan,Pokemon,Fighting,80,1,Basic,◇,Genetic Apex (A1),Charizard,,Jab,🟤,30,,,,,,https://img.game8.co/3998372/d89cdb8b06afb9380a0627fc2dc162cd.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476156
A1 156,Rhyhorn,Pokemon,Fighting,80,1,Basic,◇,Genetic Apex (A1),Mewtwo,,Tackle,🟤🟤🔘,60,,,,,,https://img.game8.co/3998349/c1b8fd39fce0da3ae342fb130f098f68.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476157
A1 157,Rhydon,Pokemon,Fighting,120,1,Stage 1,◇◇,Genetic Apex (A1),Mewtwo,,Horn Drill,🟤🟤🟤🔘,100,,,,,,https://img.game8.co/4006831/cf3cc442a7229012ace62b92e5ccfab8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476158
A1 158,Kabuto,Pokemon,Fighting,90,1,Stage 1,◇◇,Genetic Apex (A1),Charizard,,Shell Attack,🟤,40,,,,,,https://img.game8.co/4175296/ba6de7257c12585454d04b0e64409a6f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476159
A1 159,Kabutops,Pokemon,Fighting,140,1,Stage 2,◇◇◇,Genetic Apex (A1),Charizard,,Leech Life,🟤,50,Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.,,,,,https://img.game8.co/4175892/1858af36ec641a3e46319fe3e78fd733.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476160
A1 160,Mienfoo,Pokemon,Fighting,60,1,Basic,◇,Genetic Apex (A1),Pikachu,,Pound,🔘,20,,,,,,https://img.game8.co/3995554/923feac2e8d16e4be2fde3ce671afd7c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476161
A1 161,Mienshao,Pokemon,Fighting,80,1,Stage 1,◇◇,Genetic Apex (A1),Pikachu,,Spiral Kick,🔘,40,,,,,,https://img.game8.co/4175280/a2c9972be3edabbe03cfdfef07c9d587.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476162
A1 162,Clobbopus,Pokemon,Fighting,80,1,Basic,◇,Genetic Apex (A1),Any,,Knuckle Punch,🟤🔘,30,,,,,,https://img.game8.co/3998360/44a15bfe556073283b8fe8c4cce4e6db.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476163
A1 163,Grapploct,Pokemon,Fighting,130,1,Stage 1,◇◇,Genetic Apex (A1),Any,,Knock Back,🟤🟤🔘,70,Switch out your opponent's Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.),,,,,https://img.game8.co/4175288/eefb9b6e893aa5e827923be0e7abc784.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476164
A1 164,Ekans,Pokemon,Darkness,60,1,Basic,◇,Genetic Apex (A1),Any,,Bite,⚫,20,,,,,,https://img.game8.co/4174905/daac1fab7343b1feb06634bfd95168b4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476165
A1 165,Arbok,Pokemon,Darkness,100,1,Stage 1,◇◇,Genetic Apex (A1),Any,,Corner,⚫🔘,60,"During your opponent's next turn, the Defending Pokemon can't retreat.",,,,,https://img.game8.co/3998348/8b30a6669f1d16c249143ec1f98b581e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476166
A1 166,Nidoran F,Pokemon,Darkness,60,1,Basic,◇,Genetic Apex (A1),Pikachu,,Call for Family,⚫,,Put 1 random Nidoran M from your deck onto your Bench.,,,,,https://img.game8.co/4003527/1c1cfc36c52855f8c573771698b8d40e.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476167
A1 167,Nidorina,Pokemon,Darkness,80,1,Stage 1,◇◇,Genetic Apex (A1),Pikachu,,Bite,⚫,30,,,,,,https://img.game8.co/4174907/ef70c36e30e16071890d7d0454294e30.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476168
A1 168,Nidoqueen,Pokemon,Darkness,140,1,Stage 2,◇◇◇,Genetic Apex (A1),Pikachu,,Lovestrike,⚫⚫🔘,80+,This attack does 50 more damage for each of your Benched Nidoking.,,,,,https://img.game8.co/4003526/f134aa8ae2dedc30cac2a52cfb329a09.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476169
A1 169,Nidoran M,Pokemon,Darkness,60,1,Basic,◇,Genetic Apex (A1),Pikachu,,Peck,⚫,20,,,,,,https://img.game8.co/4003529/134e97a2d6d2c075fa7190920210040d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476170
A1 170,Nidorino,Pokemon,Darkness,90,1,Stage 1,◇◇,Genetic Apex (A1),Pikachu,,Horn Attack,⚫🔘,40,,,,,,https://img.game8.co/4003531/2d3114a26ae095fb998e4ebe30a56c2f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476171
A1 171,Nidoking,Pokemon,Darkness,150,1,Stage 2,◇◇◇,Genetic Apex (A1),Pikachu,,Poison Horn,⚫⚫🔘,90,Your opponent's Active Pokemon is now Poisoned.,,,,,https://img.game8.co/3998341/f11efea55a7ac2d2f76ed2e33ba4f154.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476172
A1 172,Zubat,Pokemon,Darkness,50,1,Basic,◇,Genetic Apex (A1),Mewtwo,,Glide,🔘,10,,,,,,https://img.game8.co/4175304/7aeed2507ba8e5ad7c170977087d75c9.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476173
A1 173,Golbat,Pokemon,Darkness,40,1,Stage 1,◇◇,Genetic Apex (A1),Mewtwo,,Wing Attack,🔘,40,,,,,,https://img.game8.co/4174906/a7aa9222ab45820dcb75aec96f90ad52.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476174
