number,name,rarity,stage,HP,type,weakness,retreat_cost,ultra_beast,generation,illustrator,pack_name,pack_points,ability_name,ability_effect,move1_name,move1_cost,move1_damage,move1_effect,move2_name,move2_cost,move2_damage,move2_effect,image,url
A1 082,Omastar,◇◇◇,Stage 2,140,Water,Lightning,2,No,1,kirisAki,Genetic Apex (A1) Pikachu,150,,,Ancient Whirlpool,🔵*️⃣*️⃣,70,"During your opponent's next turn, the Defending Pokemon can't attack.",,,,,https://img.game8.co/4003532/1207d27ea9377b4e478a05fbafe1104b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476083
A1 083,Articuno,◇◇◇,Basic,100,Water,Lightning,1,No,1,Hitoshi Ariga,Genetic Apex (A1) Mewtwo,150,,,Ice Beam,🔵🔵*️⃣,60,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4003401/85f08a35d3ec58bc3df44f6380963b3b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476084
A1 084,Articuno ex,◇◇◇◇,Basic,140,Water,Lightning,2,No,1,PLANETA Saito,Genetic Apex (A1) Mewtwo,500,,,Ice Wing,🔵*️⃣,40,,Blizzard,🔵🔵🔵,80,This attack also does 10 damage to each of your opponent’s Benched Pokemon.,https://img.game8.co/4006293/5f81841bf27137231b254d4a5652f07f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476085
A1 085,Ducklett,◇,Basic,50,Water,Lightning,1,No,5,Yumi,Genetic Apex (A1) Charizard,35,,,Flap,*️⃣*️⃣,30,,,,,,https://img.game8.co/4173599/80a5b3df44be575ac4dce18085fe6d98.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476086
A1 086,Swanna,◇◇,Stage 1,90,Water,Lightning,1,No,5,sui,Genetic Apex (A1) Charizard,70,,,Wing Attack,*️⃣*️⃣*️⃣,70,,,,,,https://img.game8.co/3998363/a0f26ca95898427319f71be7725fe221.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476087
A1 087,Froakie,◇,Basic,60,Water,Lightning,1,No,6,Aya Kusube,Genetic Apex (A1) Charizard,35,,,Flop,*️⃣,10,,,,,,https://img.game8.co/3998356/3253d8301d0aa7580b60a42102b04671.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476088
A1 088,Frogadier,◇◇,Stage 1,80,Water,Lightning,1,No,6,Akira Komayama,Genetic Apex (A1) Charizard,70,,,Water Drip,*️⃣,30,,,,,,https://img.game8.co/4173662/648d006643875275a04918106ac85c15.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476089
A1 089,Greninja,◇◇◇,Stage 2,120,Water,Lightning,1,No,6,5ban Graphics,Genetic Apex (A1) Charizard,150,Water Shuriken,"Once during your turn, you may do 20 damage to 1 of your opponent’s Pokemon.",,,,,Mist Slash,🔵*️⃣,60,,https://img.game8.co/3995539/9195cfe2483b2f1213439fac00fc008c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476090
A1 090,Pyukumuku,◇,Basic,70,Water,Lightning,1,No,7,OOYAMA,Genetic Apex (A1) Charizard,35,,,Rain Splash,🔵,30,,,,,,https://img.game8.co/3998373/c3da27b1f8379fbeb1f7b0919dd39a98.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476091
A1 091,Bruxish,◇◇,Basic,90,Water,Lightning,1,No,7,Mizue,Genetic Apex (A1) Any,70,,,Second Strike,🔵*️⃣,10+,"If your opponent's Active Pokemon has damage on it, this attack does 60 more damage",,,,,https://img.game8.co/4003410/0a8ddfe9ea24fe467034d436821424b4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476092
A1 092,Snom,◇,Basic,50,Water,Metal,1,No,8,ryoma uratsuka,Genetic Apex (A1) Any,35,,,Ram,*️⃣,10,,,,,,https://img.game8.co/4173598/4420d8c2264e5462f97e0eaa0d47f1bc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476093
A1 093,Frosmoth,◇◇,Stage 1,90,Water,Metal,1,No,8,aoki,Genetic Apex (A1) Any,70,,,Powder Snow,🔵*️⃣,40,Your opponent's Active Pokemon is now Asleep.,,,,,https://img.game8.co/4173663/e8caa2aa09dbb806a9f04d4fe64cdc69.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476094
A1 094,Pikachu,◇,Basic,60,Lightning,Fighting,1,No,1,Mitsuhiro Arita,Genetic Apex (A1) Pikachu,35,,,Gnaw,🟡,20,,,,,,https://img.game8.co/3995562/df4942ff2ae721eeebcd9a18aed6086d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476095
A1 095,Raichu,◇◇◇,Stage 1,100,Lightning,Fighting,1,No,1,AKIRA EGAWA,Genetic Apex (A1) Pikachu,150,,,Thunderbolt,🟡🟡🟡,140,Discard all Energy from this Pokemon.,,,,,https://img.game8.co/4004063/afcbe335840deda435dba5d2ab2c8428.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476096
A1 096,Pikachu ex,◇◇◇◇,Basic,120,Lightning,Fighting,1,No,1,PLANETA CG Works,Genetic Apex (A1) Pikachu,500,,,Circle Circuit,🟡🟡,30x,This attack does 30 damage for each of your Benched Lightning Pokemon.,,,,,https://img.game8.co/3995561/9ab8b09b4013f8a5eafb5cd08f8faf11.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476097
A1 097,Magnemite,◇,Basic,60,Lightning,Fighting,1,No,1,sowsow,Genetic Apex (A1) Pikachu,35,,,Lightning Ball,🟡,20,,,,,,https://img.game8.co/4173793/c6026a1fffaff85947a2ce8c61aaa879.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476098
A1 098,Magneton,◇◇◇,Stage 1,80,Lightning,Fighting,2,No,1,kirisAki,Genetic Apex (A1) Pikachu,150,Volt Charge,"Once during your turn, you may take an Electric Energy from your Energy Zone and attach it to this Pokemon.",,,,,Spinning Attack,🟡*️⃣*️⃣*️⃣,60,,https://img.game8.co/4006934/965f0329be2eab24d7476c9f91ddde38.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476099
A1 099,Voltorb,◇,Basic,60,Lightning,Fighting,1,No,1,SATOSHI NAKAI,Genetic Apex (A1) Pikachu,35,,,Tackle,🟡,20,,,,,,https://img.game8.co/4004039/f9929457cd2eba7f509a4098421bd577.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476100
A1 100,Electrode,◇◇,Stage 1,80,Lightning,Fighting,0,No,1,Asako Ito,Genetic Apex (A1) Pikachu,70,,,Electro Ball,🟡🟡,70,,,,,,https://img.game8.co/4004040/bf02e265efb4d9af8a1ed87d316d03d6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476101
A1 101,Electabuzz,◇,Basic,70,Lightning,Fighting,1,No,1,Ryuta Fuse,Genetic Apex (A1) Pikachu,35,,,Thunder Punch,🟡🟡,40+,"Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokemon also does 20 damage to itself.",,,,,https://img.game8.co/3995534/2a00fe7be840d52441121ae1072a30e4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476102
A1 102,Jolteon,◇◇◇,Stage 1,90,Lightning,Fighting,1,No,1,Kouki Saitou,Genetic Apex (A1) Pikachu,150,,,Pin Missile,🟡*️⃣,40x,Flip 4 coins. This attack does 40 damage for each heads.,,,,,https://img.game8.co/4006822/ed62f5a9def93af10a971be762d7c72f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476103
A1 103,Zapdos,◇◇◇,Basic,100,Lightning,Lightning,1,No,1,Hitoshi Ariga,Genetic Apex (A1) Pikachu,150,,,Raging Thgunder,🟡🟡*️⃣,100,This attack also does 30 damage to 1 of your Benched Pokemon.,,,,,https://img.game8.co/4006832/42cbfcf6fa53511aa6383c0743577107.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476104
A1 104,Zapdos ex,◇◇◇◇,Basic,130,Lightning,Lightning,2,No,1,PLANETA CG Works,Genetic Apex (A1) Pikachu,500,,,Peck,🟡,20,,Thundering Hurricane,🟡🟡🟡,50x,Flip 4 coins. This attack does 50 damage for each heads.,https://img.game8.co/4003554/f068b46b953ea963da1c8139cfb2c13f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476105
A1 105,Blitzle,◇,Basic,60,Lightning,Fighting,1,No,5,Shin Nagasawa,Genetic Apex (A1) Any,35,,,Zap Kick,🟡,20,,,,,,https://img.game8.co/4173791/8b1a4daf591b1e4de80a3055459cb06a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476106
A1 106,Zebstrika,◇◇,Stage 1,90,Lightning,Fighting,1,No,5,Misa Tsutsui,Genetic Apex (A1) Any,70,,,Thunder Spear,🟡,,This attack does 30 damage to 1 of your opponent's Pokemon.,,,,,https://img.game8.co/3998338/51a7c6f568cf9f76dd82b06bbdb0f225.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476107
A1 107,Tynamo,◇,Basic,30,Lightning,Fighting,1,No,5,Asako Ito,Genetic Apex (A1) Mewtwo,35,,,Tiny Charge,🟡,30,,,,,,https://img.game8.co/4003545/1d1ce66d61a50dc2030e96dd152d1f14.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476108
A1 108,Eelektrik,◇◇,Stage 1,80,Lightning,Fighting,2,No,5,Midori Harada,Genetic Apex (A1) Mewtwo,70,,,Head Bolt,🟡,40,,,,,,https://img.game8.co/4004061/5f845c24c20efc13a0074e5e71958472.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476109
A1 109,Eelektross,◇◇◇,Stage 2,140,Lightning,Fighting,3,No,5,hatachu,Genetic Apex (A1) Mewtwo,150,,,Thunder Fang,🟡🟡*️⃣,80,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4003422/efc24d07c4a4cd932ae71bfd6845877f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476110
A1 110,Helioptile,◇,Basic,60,Lightning,Fighting,1,No,6,5ban Graphics,Genetic Apex (A1) Any,35,,,Tail Whap,🟡,20,,,,,,https://img.game8.co/4173794/91f6167835651c6f4a15596aa03d8f91.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476111
A1 111,Heliolisk,◇,Stage 1,90,Lightning,Fighting,1,No,6,otumami,Genetic Apex (A1) Any,35,,,Quick Attack,*️⃣*️⃣,40+,"Flip a coin. If heads, this attack does 40 more damage.",,,,,https://img.game8.co/4173792/a8a660dfb40ffd85ad13affc8295d7f6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476112
A1 112,Pincurchin,◇◇,Basic,70,Lightning,Fighting,1,No,8,Tika Matsuno,Genetic Apex (A1) Any,70,,,Thunder Shock,🟡🟡,30,"Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.",,,,,https://img.game8.co/4009612/66b07b414ccc648238bc60ac3d579c6f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476113
A1 113,Clefairy,◇,Basic,60,Psychic,Metal,1,No,1,kirisAki,Genetic Apex (A1) Pikachu,35,,,Slap,🟣,20,,,,,,https://img.game8.co/4003414/9dcb35d7fa5082b0b031341014d8d187.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476114
A1 114,Clefable,◇◇,Stage 1,100,Psychic,Metal,1,No,1,Sanosuke Sakuma,Genetic Apex (A1) Pikachu,70,,,Magical Shot,🟣,40,,,,,,https://img.game8.co/4175698/2a96126d30fe2a9f853e182be5758c17.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476115
A1 115,Abra,◇,Basic,60,Psychic,Darkness,1,No,1,Aya Kusube,Genetic Apex (A1) Charizard,35,,,Teleport,*️⃣,,Switch this Pokemon with 1 of your Benched Pokemon.,,,,,https://img.game8.co/4003397/cb58f454e33712f7b5c7e38e14abee70.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476116
A1 116,Kadabra,◇◇,Stage 1,80,Psychic,Darkness,1,No,1,Ken Sugimori,Genetic Apex (A1) Charizard,70,,,Super Psy Bolt,🟣*️⃣*️⃣,60,,,,,,https://img.game8.co/4175697/f476e009e6ee9a9f928e4ee11c89ffce.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476117
A1 117,Alakazam,◇◇◇,Stage 2,130,Psychic,Darkness,2,No,1,Kouki Saitou,Genetic Apex (A1) Charizard,150,,,Psychic,🟣*️⃣*️⃣,60+,This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.,,,,,https://img.game8.co/4006606/523ab122017000268224172795f85180.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476118
A1 118,Slowpoke,◇,Basic,70,Psychic,Darkness,2,No,1,Miki Tanaka,Genetic Apex (A1) Any,35,,,Tail Whap,🟣*️⃣,30,,,,,,https://img.game8.co/4009610/201934d9cc6bba93f69c6107bf319376.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476119
A1 119,Slowbro,◇◇,Stage 1,130,Psychic,Darkness,3,No,1,Kagemaru Himeno,Genetic Apex (A1) Any,70,,,Super Psy Bolt,🟣🟣*️⃣,80,,,,,,https://img.game8.co/4175700/44a224c4ecc3f31f700b407bc4f639d8.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476120
A1 120,Gastly,◇,Basic,60,Psychic,Darkness,1,No,1,Masako Yamashita,Genetic Apex (A1) Mewtwo,35,,,Suffocating Gas,🟣,20,,,,,,https://img.game8.co/4175699/0abab01ac5ac8c493eb1f7f71f18dfd0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476121
A1 121,Haunter,◇◇,Stage 1,80,Psychic,Darkness,1,No,1,Nisota Niso,Genetic Apex (A1) Mewtwo,70,,,Will-O-Wisp,🟣,30,,,,,,https://img.game8.co/3995541/262629502a9a145e53d062c261bdabad.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476122
A1 122,Gengar,◇◇◇,Stage 2,130,Psychic,Darkness,2,No,1,Naoyo Kimura,Genetic Apex (A1) Mewtwo,150,,,Bother,🟣,50,Your opponent can't use any Supporter cards from their hand during their next turn.,,,,,https://img.game8.co/4003429/f120acaa874e2fc0d8a4826d031783db.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476123
A1 123,Gengar ex,◇◇◇◇,Stage 2,170,Psychic,Darkness,2,No,1,PLANETA CG Works,Genetic Apex (A1) Mewtwo,500,Shadowy Spellbind,"As long as this Pokemon is in the Active Spot, your opponent can't use any Supporter cards from their hand.",,,,,Spooky Shot,🟣🟣🟣,100,,https://img.game8.co/4003428/35f468fe22fdb7583f1fedd87cfba82c.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476124
A1 124,Drowzee,◇,Basic,70,Psychic,Darkness,2,No,1,Yukiko Baba,Genetic Apex (A1) Pikachu,35,,,Mumble,🟣*️⃣,30,,,,,,https://img.game8.co/4004043/d7ed9c055fa250174c8a9a2d53f146e6.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476125
A1 125,Hypno,◇◇◇,Stage 1,100,Psychic,Darkness,2,No,1,Shigenori Negishi,Genetic Apex (A1) Pikachu,150,Sleep Pendulum,"Once during your turn, you may flip a coin. If heads, your opponent's Active Pokemon is now Asleep.",,,,,Psypunch,🟣🟣*️⃣,50,,https://img.game8.co/4003512/f6adfd638f3b3ed7f2543cdc3f0cd64f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476126
A1 126,Mr. Mime,◇◇,Basic,80,Psychic,Darkness,1,No,1,Kagemaru Himeno,Genetic Apex (A1) Mewtwo,70,,,Barrier Attack,🟣*️⃣,30,"During your opponent's next turn, this Pokemon takes -20 damage from attacks.",,,,,https://img.game8.co/4175419/8e1b8b561d066739f8eef1f4813318c2.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476127
A1 127,Jynx,◇,Basic,80,Psychic,Darkness,1,No,1,Oswaldo KATO,Genetic Apex (A1) Mewtwo,35,,,Psychic,🟣*️⃣,30+,This attack does 20 more damage for each Energy attached to your opponent's Active Pokemon.,,,,,https://img.game8.co/4003514/51ed2e876172360fe15e001de05154d5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476128
A1 128,Mewtwo,◇◇◇,Basic,120,Psychic,Darkness,2,No,1,kawayoo,Genetic Apex (A1) Mewtwo,150,,,Power Blast,🟣🟣*️⃣*️⃣,120,Discard 2 Psychic Energy from this Pokemon.,,,,,https://img.game8.co/4006312/a888b167bfb0b129f0c62577d74f3830.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476129
A1 129,Mewtwo ex,◇◇◇◇,Basic,150,Psychic,Darkness,2,No,1,PLANETA Mochizuki,Genetic Apex (A1) Mewtwo,500,,,Psychic Sphere,🟣*️⃣,50,,Psydrive,🟣🟣*️⃣*️⃣,150,Discard 2 Psychic Energy from this Pokemon.,https://img.game8.co/3998355/f14c91467792bea73eb38ea1b73c394d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476130
A1 130,Ralts,◇,Basic,60,Psychic,Darkness,1,No,3,Yuka Morii,Genetic Apex (A1) Mewtwo,35,,,Ram,*️⃣,10,,,,,,https://img.game8.co/4004059/9cf2938800ac5ed17bb4dbefb365461b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476131
A1 131,Kirlia,◇◇,Stage 1,80,Psychic,Darkness,1,No,3,sowsow,Genetic Apex (A1) Mewtwo,70,,,Smack,🟣*️⃣,30,,,,,,https://img.game8.co/4006688/ca66f4d7724ac72cf3fd5b22114403c4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476132
A1 132,Gardevoir,◇◇◇,Stage 2,110,Psychic,Darkness,2,No,3,Yuu Nishida,Genetic Apex (A1) Mewtwo,150,Psy Shadow,"Once during your turn, you may take 1 Psychic Energy from your Energy Zone and attach it to the Psychic Pokemon in the Active Spot.",,,,,Psyshot,🟣🟣*️⃣,60,,https://img.game8.co/3995538/8f0a707732a41daba04a4b1ffd8d9924.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476133
A1 133,Woobat,◇,Basic,60,Psychic,Darkness,1,No,5,MAHOU,Genetic Apex (A1) Any,35,,,Gnaw,*️⃣,10,,,,,,https://img.game8.co/4175421/bdf9d4f5382f2752757eb02861a1124a.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476134
A1 134,Swoobat,◇,Stage 1,60,Psychic,Darkness,1,No,5,Masakazu Fukuda,Genetic Apex (A1) Any,70,,,Heart Stamp,🟣*️⃣,60,,,,,,https://img.game8.co/4175418/14e1747381b7faff4cc8c8a28e849369.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476135
A1 135,Golett,◇,Basic,90,Psychic,Darkness,3,No,5,Kyoko Umemoto,Genetic Apex (A1) Any,35,,,Mega Punch,🟣*️⃣*️⃣,50,,,,,,https://img.game8.co/4004045/2fd8372c6aaa6014a931e7d369a00a71.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476136
A1 136,Golurk,◇◇,Stage 1,140,Psychic,Darkness,2,No,5,match,Genetic Apex (A1) Any,70,,,Double Lariat,🟣🟣*️⃣*️⃣,100x,Flip 2 coins. This attack does 100 damage for each heads.,,,,,https://img.game8.co/4175420/c7a04bb67c7f9077fe83c00e4b2728cb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476137
A1 137,Sandshrew,◇,Basic,70,Fighting,Grass,1,No,1,Miki Tanaka,Genetic Apex (A1) Any,35,,,Scratch,🟤,10,,,,,,https://img.game8.co/4175417/d6ce207debbb9f4444b055678ba4394b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476138
A1 138,Sandslash,◇◇,Stage 1,100,Fighting,Grass,2,No,1,Miki Tanaka,Genetic Apex (A1) Any,70,,,Slash,🟤🟤,70,,,,,,https://img.game8.co/3998337/3c00a7468c8a83dbb62d061bc3837e76.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476139
A1 139,Diglett,◇,Basic,50,Fighting,Grass,1,No,1,Masako Yamashita,Genetic Apex (A1) Pikachu,35,,,Mud-Slap,🟤,20,,,,,,https://img.game8.co/4003416/cc387415208485e1cdbfc5f2229ad195.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476140
A1 140,Dugtrio,◇◇,Stage 1,70,Fighting,Grass,1,No,1,Akira Komayama,Genetic Apex (A1) Pikachu,70,,,Dig,🟤,40,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokemon.",,,,,https://img.game8.co/4006602/20668efc84e28401fe0525ee3938be74.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476141
A1 141,Mankey,◇,Basic,60,Fighting,Psychic,1,No,1,Kanako Eo,Genetic Apex (A1) Charizard,35,,,Low Kick,🟤,20,,,,,,https://img.game8.co/4003518/3d568ebec7d930e269a876b272a89c3d.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476142
A1 142,Primeape,◇◇,Stage 1,90,Fighting,Psychic,1,No,1,Kagemaru Himeno,Genetic Apex (A1) Charizard,70,,,Fight Back,🟤🟤,40+,"If this Pokemon has damage on it, this attack does 60 more damage.",,,,,https://img.game8.co/4003539/652b8c2e0e991bf7686eb8d33e8abfdf.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476143
A1 143,Machop,◇,Basic,70,Fighting,Psychic,2,No,1,Kyoko Umemoto,Genetic Apex (A1) Charizard,35,,,Knuckle Punch,🟤,20,,,,,,https://img.game8.co/4006823/a5258bec9738adf95e20c5f2004f3295.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476144
A1 144,Machoke,◇◇,Stage 1,100,Fighting,Psychic,2,No,1,match,Genetic Apex (A1) Charizard,70,,,Strength,🟤🟤,50,,,,,,https://img.game8.co/3998367/91aa9c0103b3c854a5889540016b06b4.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476145
A1 145,Machamp,◇◇◇,Stage 2,150,Fighting,Psychic,3,No,1,Hitoshi Ariga,Genetic Apex (A1) Charizard,150,,,Seismic Toss,🟤🟤🟤,100,,,,,,https://img.game8.co/4006935/6891fd5c942d46afed777d8dfbc27532.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476146
A1 146,Machamp ex,◇◇◇◇,Stage 2,180,Fighting,Psychic,3,No,1,PLANETA CG Works,Genetic Apex (A1) Charizard,500,,,Mega Punch,🟤🟤🟤,120,,,,,,https://img.game8.co/4003517/742fb22918369ddb455472957cdf3462.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476147
A1 147,Geodude,◇,Basic,70,Fighting,Grass,2,No,1,Kouki Saitou,Genetic Apex (A1) Pikachu,35,,,Tackle,🟤,20,,,,,,https://img.game8.co/3998371/392f079998fdfa85aa1d8aa6993dc77b.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476148
A1 148,Graveler,◇◇,Stage 1,100,Fighting,Grass,3,No,1,Naoyo Kimura,Genetic Apex (A1) Pikachu,70,,,Rollout,🟤*️⃣*️⃣,70,,,,,,https://img.game8.co/4004064/b7fe0f284816cd08978b1d02e65762e5.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476149
A1 149,Golem,◇◇◇,Stage 2,160,Fighting,Grass,4,No,1,Sumiyoshi Kizuki,Genetic Apex (A1) Pikachu,150,,,Double-Edge,🟤*️⃣*️⃣*️⃣,150,This Pokemon also does 50 damage to itself.,,,,,https://img.game8.co/4006818/129f5a8b18e4c38b62469ed4961570bb.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476150
A1 150,Onix,◇◇,Basic,110,Fighting,Grass,4,No,1,otumami,Genetic Apex (A1) Pikachu,70,,,Land Crush,🟤🟤🟤,70,,,,,,https://img.game8.co/4175305/0bfe13abd315f741bee583b6534c6631.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476151
A1 151,Cubone,◇,Basic,60,Fighting,Grass,1,No,1,sowsow,Genetic Apex (A1) Mewtwo,35,,,Growl,*️⃣,,"During your opponent’s next turn, attacks used by the Defending Pokemon do 20 less damage (before applying Weakness).",,,,,https://img.game8.co/3995528/14c693825b41c11e9a375b8aeae8a3fc.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476152
A1 152,Marowak,◇◇,Stage 1,100,Fighting,Grass,1,No,1,Shin Nagasawa,Genetic Apex (A1) Mewtwo,70,,,Bone Beatdown,🟤,40,,,,,,https://img.game8.co/4006936/78aa9b9f6c3afbfc7f3a364c68ed425f.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476153
A1 153,Marowak ex,◇◇◇◇,Stage 1,140,Fighting,Grass,1,No,1,PLANETA Mochizuki,Genetic Apex (A1) Mewtwo,500,,,Bonemerang,🟤🟤,80x,Flip 2 coins. This attack does 80 damage for each heads.,,,,,https://img.game8.co/3998336/89619844d0b1b7c0c61573adf4fb56c0.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476154
A1 154,Hitmonlee,◇,Basic,80,Fighting,Psychic,1,No,1,Yukiko Baba,Genetic Apex (A1) Mewtwo,35,,,Stretch Kick,🟤,80,This attack does 30 damage to 1 of your opponent’s Benched Pokemon.,,,,,https://img.game8.co/4009611/c81a5efaba0ec70d68defa66c676b144.png/show,https://game8.co/games/Pokemon-TCG-Pocket/archives/476155
