id,name,card_type,pokemon_type,rarity,evolution_stage,ex,hp,ability,image_url,set,subset,trainer_type,owned,archive_url,moves1_energy_cost,moves1_description,moves1_damage,moves1_name,moves2_energy_cost,moves2_description,moves2_damage,moves2_name,moves3_energy_cost,moves3_description,moves3_damage,moves3_name
A1 081,Omanyte,Pokemon,Water,◇◇,Stage 1,,90,,https://img.game8.co/4173601/3afb22035b02ec525966ee03c4c82148.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476082,Water,,40,Water Gun,,,,,A1-P,,,
A1 082,Omastar,Pokemon,Water,◇◇◇,Stage 2,,140,,https://img.game8.co/4003532/1207d27ea9377b4e478a05fbafe1104b.png/show,Genetic Apex (A1),Pikachu,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476083,Water:Colorless 2,"During your opponent's next turn, the Defending Pokemon can't attack.",70,Ancient Whirlpool,,,,,A1-P,,,
A1 083,Articuno,Pokemon,Water,◇◇◇,Basic,,100,,https://img.game8.co/4003401/85f08a35d3ec58bc3df44f6380963b3b.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476084,Water 2:Colorless,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",60,Ice Beam,,,,,A1-M,,,
A1 084,Articuno ex,Pokemon,Water,◇◇◇◇,Basic,ex,140,,https://img.game8.co/4006293/5f81841bf27137231b254d4a5652f07f.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476085,Water:Colorless,,40,Ice Wing,Water 3,This attack also does 10 damage to each of your opponent’s Benched Pokemon.,80,Blizzard,A1-M:A4b,,0% | 0% | 0% | 1.333%,
A1 085,Ducklett,Pokemon,Water,◇,Basic,,50,,https://img.game8.co/4173599/80a5b3df44be575ac4dce18085fe6d98.png/show,Genetic Apex (A1),Charizard,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476086,Colorless 2,,30,Flap,,,,,A1-C,,,
A1 086,Swanna,Pokemon,Water,◇◇,Stage 1,,90,,https://img.game8.co/3998363/a0f26ca95898427319f71be7725fe221.png/show,Genetic Apex (A1),Charizard,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476087,Colorless 3,,70,Wing Attack,,,,,A1-C,,,
A1 087,Froakie,Pokemon,Water,◇,Basic,,60,,https://img.game8.co/3998356/3253d8301d0aa7580b60a42102b04671.png/show,Genetic Apex (A1),Charizard,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476088,Colorless,,10,Flop,,,,,A1-C:A4b,,1.562% | 0.277% | 0% | 0%,
A1 088,Frogadier,Pokemon,Water,◇◇,Stage 1,,80,,https://img.game8.co/4173662/648d006643875275a04918106ac85c15.png/show,Genetic Apex (A1),Charizard,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476089,Colorless,,30,Water Drip,,,,,A1-C:A4b,,0% | 1.645% | 0% | 0%,
A1 089,Greninja,Pokemon,Water,◇◇◇,Stage 2,,120,Water Shuriken,https://img.game8.co/3995539/9195cfe2483b2f1213439fac00fc008c.png/show,Genetic Apex (A1),Charizard,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476090,Water:Colorless,,60,Mist Slash,,,,,A1-C:A4b,,0% | 0% | 1.266% | 0%,
A1 090,Pyukumuku,Pokemon,Water,◇,Basic,,70,,https://img.game8.co/3998373/c3da27b1f8379fbeb1f7b0919dd39a98.png/show,Genetic Apex (A1),Charizard,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476091,Water,,30,Rain Splash,,,,,A1-C,,,
A1 091,Bruxish,Pokemon,Water,◇◇,Basic,,90,,https://img.game8.co/4003410/0a8ddfe9ea24fe467034d436821424b4.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476092,Water:Colorless,"If your opponent's Active Pokemon has damage on it, this attack does 60 more damage",10+,Second Strike,,,,,A1-Any,,,
A1 092,Snom,Pokemon,Water,◇,Basic,,50,,https://img.game8.co/4173598/4420d8c2264e5462f97e0eaa0d47f1bc.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476093,Colorless,,10,Ram,,,,,A1-Any,,,
A1 093,Frosmoth,Pokemon,Water,◇◇,Stage 1,,90,,https://img.game8.co/4173663/e8caa2aa09dbb806a9f04d4fe64cdc69.png/show,Genetic Apex (A1),Any,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476094,Water:Colorless,Your opponent's Active Pokemon is now Asleep.,40,Powder Snow,,,,,A1-Any,,,
A1 094,Pikachu,Pokemon,Lightning,◇,Basic,,60,,https://img.game8.co/3995562/df4942ff2ae721eeebcd9a18aed6086d.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476095,Lightning,,20,Gnaw,,,,,A1-P:A4b,,1.562% | 0.277% | 0% | 0%,
A1 095,Raichu,Pokemon,Lightning,◇◇◇,Stage 1,,100,,https://img.game8.co/4004063/afcbe335840deda435dba5d2ab2c8428.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476096,Lightning 3,Discard all Energy from this Pokemon.,140,Thunderbolt,,,,,A1-P,,,
A1 096,Pikachu ex,Pokemon,Lightning,◇◇◇◇,Basic,ex,120,,https://img.game8.co/3995561/9ab8b09b4013f8a5eafb5cd08f8faf11.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476097,Lightning 2,This attack does 30 damage for each of your Benched Lightning Pokemon.,30x,Circle Circuit,,,,,A1-P:A4b,,0% | 0% | 0% | 1.333%,
A1 097,Magnemite,Pokemon,Lightning,◇,Basic,,60,,https://img.game8.co/4173793/c6026a1fffaff85947a2ce8c61aaa879.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476098,Lightning,,20,Lightning Ball,,,,,A1-P:A4b,,1.562% | 0.277% | 0% | 0%,
A1 098,Magneton,Pokemon,Lightning,◇◇◇,Stage 1,,80,Volt Charge,https://img.game8.co/4006934/965f0329be2eab24d7476c9f91ddde38.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476099,Lightning:Colorless 3,,60,Spinning Attack,,,,,A1-P:A4b,,0% | 0% | 1.266% | 0%,
A1 099,Voltorb,Pokemon,Lightning,◇,Basic,,60,,https://img.game8.co/4004039/f9929457cd2eba7f509a4098421bd577.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476100,Lightning,,20,Tackle,,,,,A1-P,,,
A1 100,Electrode,Pokemon,Lightning,◇◇,Stage 1,,80,,https://img.game8.co/4004040/bf02e265efb4d9af8a1ed87d316d03d6.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476101,Lightning 2,,70,Electro Ball,,,,,A1-P,,,
A1 101,Electabuzz,Pokemon,Lightning,◇,Basic,,70,,https://img.game8.co/3995534/2a00fe7be840d52441121ae1072a30e4.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476102,Lightning 2,"Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokemon also does 20 damage to itself.",40+,Thunder Punch,,,,,A1-P,,,
A1 102,Jolteon,Pokemon,Lightning,◇◇◇,Stage 1,,90,,https://img.game8.co/4006822/ed62f5a9def93af10a971be762d7c72f.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476103,Lightning:Colorless,Flip 4 coins. This attack does 40 damage for each heads.,40x,Pin Missile,,,,,A1-P,,,
A1 103,Zapdos,Pokemon,Lightning,◇◇◇,Basic,,100,,https://img.game8.co/4006832/42cbfcf6fa53511aa6383c0743577107.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476104,Lightning 2:Colorless,This attack also does 30 damage to 1 of your Benched Pokemon.,100,Raging Thgunder,,,,,A1-P,,,
A1 104,Zapdos ex,Pokemon,Lightning,◇◇◇◇,Basic,ex,130,,https://img.game8.co/4003554/f068b46b953ea963da1c8139cfb2c13f.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476105,Lightning,,20,Peck,Lightning 3,Flip 4 coins. This attack does 50 damage for each heads.,50x,Thundering Hurricane,A1-P:A4b,,0% | 0% | 0% | 1.333%,
A1 105,Blitzle,Pokemon,Lightning,◇,Basic,,60,,https://img.game8.co/4173791/8b1a4daf591b1e4de80a3055459cb06a.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476106,Lightning,,20,Zap Kick,,,,,A1-Any,,,
A1 106,Zebstrika,Pokemon,Lightning,◇◇,Stage 1,,90,,https://img.game8.co/3998338/51a7c6f568cf9f76dd82b06bbdb0f225.png/show,Genetic Apex (A1),Any,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476107,Lightning,This attack does 30 damage to 1 of your opponent's Pokemon.,,Thunder Spear,,,,,A1-Any,,,
A1 107,Tynamo,Pokemon,Lightning,◇,Basic,,30,,https://img.game8.co/4003545/1d1ce66d61a50dc2030e96dd152d1f14.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476108,Lightning,,30,Tiny Charge,,,,,A1-M,,,
A1 108,Eelektrik,Pokemon,Lightning,◇◇,Stage 1,,80,,https://img.game8.co/4004061/5f845c24c20efc13a0074e5e71958472.png/show,Genetic Apex (A1),Mewtwo,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476109,Lightning,,40,Head Bolt,,,,,A1-M,,,
A1 109,Eelektross,Pokemon,Lightning,◇◇◇,Stage 2,,140,,https://img.game8.co/4003422/efc24d07c4a4cd932ae71bfd6845877f.png/show,Genetic Apex (A1),Mewtwo,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476110,Lightning 2:Colorless,"Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",80,Thunder Fang,,,,,A1-M,,,
A1 110,Helioptile,Pokemon,Lightning,◇,Basic,,60,,https://img.game8.co/4173794/91f6167835651c6f4a15596aa03d8f91.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476111,Lightning,,20,Tail Whap,,,,,A1-Any,,,
A1 111,Heliolisk,Pokemon,Lightning,◇,Stage 1,,90,,https://img.game8.co/4173792/a8a660dfb40ffd85ad13affc8295d7f6.png/show,Genetic Apex (A1),Any,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476112,Colorless 2,"Flip a coin. If heads, this attack does 40 more damage.",40+,Quick Attack,,,,,A1-Any,,,
A1 112,Pincurchin,Pokemon,Lightning,◇◇,Basic,,70,,https://img.game8.co/4009612/66b07b414ccc648238bc60ac3d579c6f.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476113,Lightning 2,"Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.",30,Thunder Shock,,,,,A1-Any,,,
A1 113,Clefairy,Pokemon,Psychic,◇,Basic,,60,,https://img.game8.co/4003414/9dcb35d7fa5082b0b031341014d8d187.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476114,Psychic,,20,Slap,,,,,A1-P,,,
A1 114,Clefable,Pokemon,Psychic,◇◇,Stage 1,,100,,https://img.game8.co/4175698/2a96126d30fe2a9f853e182be5758c17.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476115,Psychic,,40,Magical Shot,,,,,A1-P,,,
A1 115,Abra,Pokemon,Psychic,◇,Basic,,60,,https://img.game8.co/4003397/cb58f454e33712f7b5c7e38e14abee70.png/show,Genetic Apex (A1),Charizard,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476116,Colorless,Switch this Pokemon with 1 of your Benched Pokemon.,,Teleport,,,,,A1-C,,,
A1 116,Kadabra,Pokemon,Psychic,◇◇,Stage 1,,80,,https://img.game8.co/4175697/f476e009e6ee9a9f928e4ee11c89ffce.png/show,Genetic Apex (A1),Charizard,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476117,Psychic:Colorless 2,,60,Super Psy Bolt,,,,,A1-C,,,
A1 117,Alakazam,Pokemon,Psychic,◇◇◇,Stage 2,,130,,https://img.game8.co/4006606/523ab122017000268224172795f85180.png/show,Genetic Apex (A1),Charizard,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476118,Psychic:Colorless 2,This attack does 30 more damage for each Energy attached to your opponent's Active Pokemon.,60+,Psychic,,,,,A1-C,,,
A1 118,Slowpoke,Pokemon,Psychic,◇,Basic,,70,,https://img.game8.co/4009610/201934d9cc6bba93f69c6107bf319376.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476119,Psychic:Colorless,,30,Tail Whap,,,,,A1-Any,,,
A1 119,Slowbro,Pokemon,Psychic,◇◇,Stage 1,,130,,https://img.game8.co/4175700/44a224c4ecc3f31f700b407bc4f639d8.png/show,Genetic Apex (A1),Any,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476120,Psychic 2:Colorless,,80,Super Psy Bolt,,,,,A1-Any,,,
A1 120,Gastly,Pokemon,Psychic,◇,Basic,,60,,https://img.game8.co/4175699/0abab01ac5ac8c493eb1f7f71f18dfd0.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476121,Psychic,,20,Suffocating Gas,,,,,A1-M:A4b,,1.562% | 0.277% | 0% | 0%,
A1 121,Haunter,Pokemon,Psychic,◇◇,Stage 1,,80,,https://img.game8.co/3995541/262629502a9a145e53d062c261bdabad.png/show,Genetic Apex (A1),Mewtwo,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476122,Psychic,,30,Will-O-Wisp,,,,,A1-M:A4b,,0% | 1.645% | 0% | 0%,
A1 122,Gengar,Pokemon,Psychic,◇◇◇,Stage 2,,130,,https://img.game8.co/4003429/f120acaa874e2fc0d8a4826d031783db.png/show,Genetic Apex (A1),Mewtwo,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476123,Psychic,Your opponent can't use any Supporter cards from their hand during their next turn.,50,Bother,,,,,A1-M,,,
A1 123,Gengar ex,Pokemon,Psychic,◇◇◇◇,Stage 2,ex,170,Shadowy Spellbind,https://img.game8.co/4003428/35f468fe22fdb7583f1fedd87cfba82c.png/show,Genetic Apex (A1),Mewtwo,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476124,Psychic 3,,100,Spooky Shot,,,,,A1-M:A4b,,0% | 0% | 0% | 1.333%,
A1 124,Drowzee,Pokemon,Psychic,◇,Basic,,70,,https://img.game8.co/4004043/d7ed9c055fa250174c8a9a2d53f146e6.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476125,Psychic:Colorless,,30,Mumble,,,,,A1-P,,,
A1 125,Hypno,Pokemon,Psychic,◇◇◇,Stage 1,,100,Sleep Pendulum,https://img.game8.co/4003512/f6adfd638f3b3ed7f2543cdc3f0cd64f.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476126,Psychic 2:Colorless,,50,Psypunch,,,,,A1-P,,,
A1 126,Mr. Mime,Pokemon,Psychic,◇◇,Basic,,80,,https://img.game8.co/4175419/8e1b8b561d066739f8eef1f4813318c2.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476127,Psychic:Colorless,"During your opponent's next turn, this Pokemon takes -20 damage from attacks.",30,Barrier Attack,,,,,A1-M,,,
A1 127,Jynx,Pokemon,Psychic,◇,Basic,,80,,https://img.game8.co/4003514/51ed2e876172360fe15e001de05154d5.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476128,Psychic:Colorless,This attack does 20 more damage for each Energy attached to your opponent's Active Pokemon.,30+,Psychic,,,,,A1-M:A4b,,1.562% | 0.277% | 0% | 0%,
A1 128,Mewtwo,Pokemon,Psychic,◇◇◇,Basic,,120,,https://img.game8.co/4006312/a888b167bfb0b129f0c62577d74f3830.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476129,Psychic 2:Colorless 2,Discard 2 Psychic Energy from this Pokemon.,120,Power Blast,,,,,A1-M,,,
A1 129,Mewtwo ex,Pokemon,Psychic,◇◇◇◇,Basic,ex,150,,https://img.game8.co/3998355/f14c91467792bea73eb38ea1b73c394d.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476130,Psychic:Colorless,,50,Psychic Sphere,Psychic 2:Colorless 2,Discard 2 Psychic Energy from this Pokemon.,150,Psydrive,A1-M:A4b,,0% | 0% | 0% | 1.333%,
A1 130,Ralts,Pokemon,Psychic,◇,Basic,,60,,https://img.game8.co/4004059/9cf2938800ac5ed17bb4dbefb365461b.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476131,Colorless,,10,Ram,,,,,A1-M,,,
A1 131,Kirlia,Pokemon,Psychic,◇◇,Stage 1,,80,,https://img.game8.co/4006688/ca66f4d7724ac72cf3fd5b22114403c4.png/show,Genetic Apex (A1),Mewtwo,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476132,Psychic:Colorless,,30,Smack,,,,,A1-M,,,
A1 132,Gardevoir,Pokemon,Psychic,◇◇◇,Stage 2,,110,Psy Shadow,https://img.game8.co/3995538/8f0a707732a41daba04a4b1ffd8d9924.png/show,Genetic Apex (A1),Mewtwo,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476133,Psychic 2:Colorless,,60,Psyshot,,,,,A1-M:A4b,,0% | 0% | 1.266% | 0%,
A1 133,Woobat,Pokemon,Psychic,◇,Basic,,60,,https://img.game8.co/4175421/bdf9d4f5382f2752757eb02861a1124a.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476134,Colorless,,10,Gnaw,,,,,A1-Any,,,
A1 134,Swoobat,Pokemon,Psychic,◇,Stage 1,,60,,https://img.game8.co/4175418/14e1747381b7faff4cc8c8a28e849369.png/show,Genetic Apex (A1),Any,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476135,Psychic:Colorless,,60,Heart Stamp,,,,,A1-Any,,,
A1 135,Golett,Pokemon,Psychic,◇,Basic,,90,,https://img.game8.co/4004045/2fd8372c6aaa6014a931e7d369a00a71.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476136,Psychic:Colorless 2,,50,Mega Punch,,,,,A1-Any,,,
A1 136,Golurk,Pokemon,Psychic,◇◇,Stage 1,,140,,https://img.game8.co/4175420/c7a04bb67c7f9077fe83c00e4b2728cb.png/show,Genetic Apex (A1),Any,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476137,Psychic 2:Colorless 2,Flip 2 coins. This attack does 100 damage for each heads.,100x,Double Lariat,,,,,A1-Any,,,
A1 137,Sandshrew,Pokemon,Fighting,◇,Basic,,70,,https://img.game8.co/4175417/d6ce207debbb9f4444b055678ba4394b.png/show,Genetic Apex (A1),Any,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476138,Fighting,,10,Scratch,,,,,A1-Any,,,
A1 138,Sandslash,Pokemon,Fighting,◇◇,Stage 1,,100,,https://img.game8.co/3998337/3c00a7468c8a83dbb62d061bc3837e76.png/show,Genetic Apex (A1),Any,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476139,Fighting 2,,70,Slash,,,,,A1-Any,,,
A1 139,Diglett,Pokemon,Fighting,◇,Basic,,50,,https://img.game8.co/4003416/cc387415208485e1cdbfc5f2229ad195.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476140,Fighting,,20,Mud-Slap,,,,,A1-P,,,
A1 140,Dugtrio,Pokemon,Fighting,◇◇,Stage 1,,70,,https://img.game8.co/4006602/20668efc84e28401fe0525ee3938be74.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476141,Fighting,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokemon.",40,Dig,,,,,A1-P,,,
A1 141,Mankey,Pokemon,Fighting,◇,Basic,,60,,https://img.game8.co/4003518/3d568ebec7d930e269a876b272a89c3d.png/show,Genetic Apex (A1),Charizard,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476142,Fighting,,20,Low Kick,,,,,A1-C,,,
A1 142,Primeape,Pokemon,Fighting,◇◇,Stage 1,,90,,https://img.game8.co/4003539/652b8c2e0e991bf7686eb8d33e8abfdf.png/show,Genetic Apex (A1),Charizard,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476143,Fighting 2,"If this Pokemon has damage on it, this attack does 60 more damage.",40+,Fight Back,,,,,A1-C,,,
A1 143,Machop,Pokemon,Fighting,◇,Basic,,70,,https://img.game8.co/4006823/a5258bec9738adf95e20c5f2004f3295.png/show,Genetic Apex (A1),Charizard,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476144,Fighting,,20,Knuckle Punch,,,,,A1-C:A4b,,1.562% | 0.277% | 0% | 0%,
A1 144,Machoke,Pokemon,Fighting,◇◇,Stage 1,,100,,https://img.game8.co/3998367/91aa9c0103b3c854a5889540016b06b4.png/show,Genetic Apex (A1),Charizard,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476145,Fighting 2,,50,Strength,,,,,A1-C:A4b,,0% | 1.645% | 0% | 0%,
A1 145,Machamp,Pokemon,Fighting,◇◇◇,Stage 2,,150,,https://img.game8.co/4006935/6891fd5c942d46afed777d8dfbc27532.png/show,Genetic Apex (A1),Charizard,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476146,Fighting 3,,100,Seismic Toss,,,,,A1-C,,,
A1 146,Machamp ex,Pokemon,Fighting,◇◇◇◇,Stage 2,ex,180,,https://img.game8.co/4003517/742fb22918369ddb455472957cdf3462.png/show,Genetic Apex (A1),Charizard,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476147,Fighting 3,,120,Mega Punch,,,,,A1-C:A4b,,0% | 0% | 0% | 1.333%,
A1 147,Geodude,Pokemon,Fighting,◇,Basic,,70,,https://img.game8.co/3998371/392f079998fdfa85aa1d8aa6993dc77b.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476148,Fighting,,20,Tackle,,,,,A1-P,,,
A1 148,Graveler,Pokemon,Fighting,◇◇,Stage 1,,100,,https://img.game8.co/4004064/b7fe0f284816cd08978b1d02e65762e5.png/show,Genetic Apex (A1),Pikachu,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476149,Fighting:Colorless 2,,70,Rollout,,,,,A1-P,,,
A1 149,Golem,Pokemon,Fighting,◇◇◇,Stage 2,,160,,https://img.game8.co/4006818/129f5a8b18e4c38b62469ed4961570bb.png/show,Genetic Apex (A1),Pikachu,Stage 2,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476150,Fighting:Colorless 3,This Pokemon also does 50 damage to itself.,150,Double-Edge,,,,,A1-P,,,
A1 150,Onix,Pokemon,Fighting,◇◇,Basic,,110,,https://img.game8.co/4175305/0bfe13abd315f741bee583b6534c6631.png/show,Genetic Apex (A1),Pikachu,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476151,Fighting 3,,70,Land Crush,,,,,A1-P,,,
A1 151,Cubone,Pokemon,Fighting,◇,Basic,,60,,https://img.game8.co/3995528/14c693825b41c11e9a375b8aeae8a3fc.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476152,Colorless,"During your opponent’s next turn, attacks used by the Defending Pokemon do 20 less damage (before applying Weakness).",,Growl,,,,,A1-M:A4b,,1.562% | 0.277% | 0% | 0%,
A1 152,Marowak,Pokemon,Fighting,◇◇,Stage 1,,100,,https://img.game8.co/4006936/78aa9b9f6c3afbfc7f3a364c68ed425f.png/show,Genetic Apex (A1),Mewtwo,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476153,Fighting,,40,Bone Beatdown,,,,,A1-M,,,
A1 153,Marowak ex,Pokemon,Fighting,◇◇◇◇,Stage 1,ex,140,,https://img.game8.co/3998336/89619844d0b1b7c0c61573adf4fb56c0.png/show,Genetic Apex (A1),Mewtwo,Stage 1,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476154,Fighting 2,Flip 2 coins. This attack does 80 damage for each heads.,80x,Bonemerang,,,,,A1-M:A4b,,0% | 0% | 0% | 1.333%,
A1 154,Hitmonlee,Pokemon,Fighting,◇,Basic,,80,,https://img.game8.co/4009611/c81a5efaba0ec70d68defa66c676b144.png/show,Genetic Apex (A1),Mewtwo,Basic,False,https://game8.co/games/Pokemon-TCG-Pocket/archives/476155,Fighting,This attack does 30 damage to 1 of your opponent’s Benched Pokemon.,80,Stretch Kick,,,,,A1-M,,,
